N,P,K,temperature,humidity,ph,rainfall,label
24.0,130.0,195.0,29.99677232,81.54156612,6.112305667,67.12534492,grapes
13.0,144.0,204.0,30.7280404,82.42614055,6.092241627,68.38135469,grapes
22.0,123.0,205.0,32.44577836,83.88504863,5.896343436,68.73932528,grapes
36.0,125.0,196.0,37.46566825,80.65968681,6.15526103,66.83872293,grapes
24.0,131.0,196.0,22.03296178,83.74372787,5.732453638,65.34440794,grapes
2.0,123.0,198.0,39.64851881,82.21079946,6.253034534,70.39906054,grapes
35.0,140.0,197.0,16.77557314,82.75241875,6.106190557,66.76285469,grapes
11.0,122.0,195.0,12.14190714,83.56812483,5.647202395,69.63122027,grapes
6.0,123.0,203.0,12.7567962,81.62497448,6.130310493,66.77844567,grapes
17.0,134.0,204.0,39.04071989,80.18393287,6.499604931,73.88467027,grapes
25.0,130.0,197.0,39.70772192,82.68593454,5.554831977,74.91506217,grapes
27.0,145.0,205.0,9.467960445,82.29335466,5.800242694,66.02765219,grapes
9.0,122.0,201.0,29.58748357,80.91934392,5.570290539,68.06417307,grapes
16.0,139.0,203.0,17.82803682,80.96093443,6.27564088,65.84748763,grapes
32.0,141.0,204.0,8.825674745,82.89753705,5.536645599,67.235765,grapes
22.0,138.0,195.0,27.83487131,83.51444973,6.208196881,73.02882766,grapes
31.0,144.0,202.0,11.02105378,80.55557235,5.870600622,68.23963161,grapes
3.0,136.0,205.0,17.5862944,80.84806564,6.334771461,71.4065452,grapes
28.0,122.0,197.0,19.89363946,82.73366439,5.856575335,69.66256816,grapes
4.0,136.0,204.0,29.93707596,81.77713468,5.898944282,65.52279323,grapes
39.0,145.0,201.0,36.73126647,80.58931938,5.775600435,72.24230804,grapes
38.0,132.0,197.0,20.42094753,81.54185044,5.931101816,66.93065667,grapes
36.0,133.0,198.0,25.51939719,83.98351748,6.2286454,69.17281221,grapes
25.0,121.0,201.0,30.50734778,82.71775569,5.594240603,70.08200379,grapes
15.0,125.0,199.0,18.4269936,80.55625868,5.569230319,69.75734306,grapes
24.0,140.0,205.0,12.087022,83.59398734,5.93202852,68.66813363,grapes
13.0,132.0,203.0,23.60115364,82.48336987,6.423216506,73.23901752,grapes
5.0,126.0,197.0,12.80000387,81.20876367,6.417500829,67.10439401,grapes
30.0,120.0,200.0,38.06099482,82.24729637,6.234904253,65.70148216,grapes
23.0,142.0,197.0,39.06555518,82.03812973,6.000573725,69.30772897,grapes
26.0,135.0,203.0,33.78372897,81.16314317,5.685102769,74.53557341,grapes
7.0,126.0,203.0,16.76201707,82.00335557,5.662140095,73.28712806,grapes
32.0,139.0,198.0,35.89307536,82.66850729,6.358186848,66.53946559,grapes
9.0,141.0,202.0,21.01245395,81.17931863,6.119495295,66.38448261,grapes
20.0,142.0,196.0,10.89875873,80.01639435,6.207600783,68.69420397,grapes
32.0,129.0,201.0,16.36251869,83.00471609,6.48754639,71.55665483,grapes
3.0,134.0,199.0,20.28370163,81.32235739,5.81717753,71.06611222,grapes
38.0,138.0,204.0,25.11108456,83.25447587,6.325480034,73.01026829,grapes
14.0,131.0,198.0,33.4641162,83.86742974,5.562790949,67.92204319,grapes
20.0,122.0,204.0,11.7976469,80.86325389,6.487369687,65.06962486,grapes
40.0,126.0,201.0,11.36300891,80.03100049,6.116982944,71.18289431,grapes
36.0,128.0,204.0,25.23542319,80.68700527,5.695792761,67.03840888,grapes
11.0,132.0,197.0,15.99050693,81.23966573,5.734317007,74.40198861,grapes
0.0,137.0,195.0,22.4359017,80.18612085,6.329499832,65.3973168,grapes
19.0,123.0,200.0,34.76086052,81.03544763,6.167013532,65.70430027,grapes
31.0,136.0,197.0,31.11047251,83.34010951,5.653776058,71.43001582,grapes
4.0,134.0,200.0,28.57828803,80.95628959,5.840256272,73.34232097,grapes
39.0,139.0,201.0,41.18664903,81.01783402,5.539980812,68.68895899,grapes
8.0,127.0,196.0,27.02766138,83.17093908,5.833302165,70.95666003,grapes
39.0,138.0,203.0,21.19339319,82.33098331,6.399433771,74.62834921,grapes
32.0,120.0,204.0,10.38004759,83.44518113,6.138958698,67.3917379,grapes
12.0,142.0,203.0,31.3115978,82.56407013,5.972850838,65.01095312,grapes
8.0,133.0,195.0,20.46657776,80.97598029,6.456079585,71.29813872,grapes
8.0,139.0,199.0,29.36947679,81.53996362,6.336426667,66.13442813,grapes
21.0,134.0,202.0,10.72302459,80.02130636,6.425419926,65.2982112,grapes
40.0,140.0,195.0,14.97846952,80.49979873,6.294395676,71.63437433,grapes
39.0,127.0,202.0,15.3246651,81.67215994,6.477768039,71.60102999,grapes
19.0,120.0,195.0,18.73932187,81.12109244,5.931538447,73.55807954,grapes
21.0,139.0,201.0,19.3642553,83.36094029,5.980598579,67.15094741,grapes
17.0,136.0,195.0,41.20733624,81.61051026,6.389783283,65.90227462,grapes
33.0,139.0,203.0,33.34214482,82.51034633,5.693287415,70.68098614,grapes
22.0,133.0,201.0,23.81995682,80.12211649,6.00299607,67.2739864,grapes
32.0,130.0,196.0,40.66012294,81.24995984,6.372959542,74.03030056,grapes
37.0,135.0,205.0,11.82768186,80.2827185,5.510924849,74.10225057,grapes
15.0,140.0,195.0,13.28504331,83.54193816,5.69945282,65.80006004,grapes
39.0,132.0,196.0,35.83089092,83.32560104,5.778594403,73.67984885,grapes
40.0,121.0,199.0,26.18159716,81.03886263,6.315586313,66.05911698,grapes
40.0,132.0,202.0,24.57558351,80.70695797,5.971813006,69.706113,grapes
29.0,142.0,203.0,29.67229086,83.71498986,5.891195653,66.48490371,grapes
32.0,121.0,199.0,39.37102553,81.25353895,6.129812716,74.08101744,grapes
6.0,140.0,205.0,17.66558428,82.92903419,6.313085601,69.8671263,grapes
8.0,120.0,196.0,24.06679352,82.66396666,6.053662544,69.81855775,grapes
34.0,133.0,202.0,15.31413469,80.09711412,5.804799142,74.82144653,grapes
35.0,135.0,199.0,21.77466746,80.54942557,6.400719746,69.39630398,grapes
16.0,145.0,199.0,26.91624843,80.76838926,5.953966361,69.30927185,grapes
8.0,136.0,201.0,41.65602996,82.22118237,5.609255992,74.19664838,grapes
25.0,129.0,195.0,17.98667801,81.17712085,5.777271492,72.37127689,grapes
16.0,130.0,201.0,29.12033769,82.79092939,5.682395429,68.8503047,grapes
39.0,129.0,203.0,34.38922481,83.18392806,5.863996687,71.03001556,grapes
38.0,135.0,203.0,41.36106301,82.79782954,6.444373116,69.92107482,grapes
33.0,120.0,205.0,35.12158265,82.26890793,5.550832178,69.71518491,grapes
35.0,125.0,204.0,19.6491772,80.15215777,6.107741788,73.69529586,grapes
1.0,132.0,200.0,16.27852801,82.94270065,5.620745638,66.57462809,grapes
39.0,140.0,203.0,21.11903604,80.63399198,6.349875906,69.27779761,grapes
28.0,145.0,202.0,19.2077707,82.9042841,6.484323189,66.83113717,grapes
6.0,128.0,200.0,25.96308415,82.57813624,5.838748311,70.31782647,grapes
6.0,139.0,199.0,25.67385024,81.6212135,6.29099842,74.10919422,grapes
29.0,122.0,196.0,41.94865736,81.15595212,5.638328481,73.06862952,grapes
37.0,144.0,197.0,11.18994268,80.8084305,6.415555956,66.34234944,grapes
38.0,120.0,197.0,17.5438296,82.94703302,6.323722572,73.77063744,grapes
38.0,141.0,198.0,13.05809741,80.28297993,5.757009965,70.75633584,grapes
14.0,121.0,203.0,9.724457611,83.74765639,6.158689406,74.46411148,grapes
6.0,125.0,204.0,27.92004934,82.93262435,5.733539807,69.92092839,grapes
32.0,138.0,197.0,9.535585543,80.73112694,5.908724337,69.44115171,grapes
11.0,124.0,204.0,13.42988625,80.06633966,6.361141107,71.40043037,grapes
23.0,138.0,200.0,9.851242629,80.22631717,5.96537863,68.42802444,grapes
40.0,143.0,201.0,24.97256132,82.72828653,6.476757723,66.70016285,grapes
6.0,142.0,202.0,27.23708304,82.94573346,6.224542938,70.42508897,grapes
37.0,124.0,195.0,18.70679077,83.4795292,6.209928251,66.5964488,grapes
35.0,134.0,204.0,9.949929082,82.55138983,5.841138354,66.00817551,grapes
119.0,25.0,51.0,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
119.0,19.0,55.0,25.18780042,83.44621709,6.818261383,46.87420883,watermelon
105.0,30.0,50.0,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
114.0,8.0,50.0,24.74631269,88.30866319,6.581587932,57.95826144,watermelon
93.0,22.0,52.0,26.58740671,81.32563243,6.932739726,41.87540028,watermelon
80.0,26.0,55.0,24.53442564,88.989272,6.140099215,49.11618732,watermelon
85.0,27.0,45.0,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
85.0,22.0,53.0,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
82.0,22.0,45.0,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
118.0,13.0,54.0,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
83.0,25.0,53.0,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
86.0,15.0,47.0,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
101.0,10.0,47.0,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
119.0,9.0,50.0,26.74550678,83.9195902,6.251286661,40.794305,watermelon
104.0,17.0,46.0,25.7131428,80.22972777,6.190015912,43.08961827,watermelon
95.0,12.0,51.0,25.76484262,84.1726996,6.681606702,44.22066914,watermelon
102.0,14.0,52.0,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
109.0,21.0,55.0,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
81.0,18.0,50.0,26.80750629,88.22874955,6.429788073,58.79889057,watermelon
103.0,17.0,51.0,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
105.0,14.0,50.0,26.2148837,87.6883982,6.419052193,59.65590798,watermelon
97.0,8.0,52.0,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
120.0,19.0,49.0,25.79448878,84.26830701,6.762471629,56.45229202,watermelon
95.0,16.0,55.0,25.26931156,87.55055105,6.612847999,40.12650421,watermelon
83.0,29.0,52.0,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
83.0,9.0,45.0,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
91.0,21.0,50.0,24.33528185,81.44030363,6.762030215,48.32113628,watermelon
116.0,5.0,54.0,25.37601283,80.99313508,6.65398725,57.23028471,watermelon
112.0,28.0,54.0,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
88.0,29.0,51.0,24.71885473,88.94568335,6.095689937,48.45978627,watermelon
118.0,15.0,45.0,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
92.0,21.0,48.0,25.81692236,82.043255,6.377427122,54.82963379,watermelon
106.0,14.0,45.0,24.47018505,84.16390229,6.417011754,57.26773002,watermelon
99.0,5.0,47.0,24.13078816,84.84494575,6.649086972,51.19470197,watermelon
98.0,8.0,51.0,26.1793464,86.52258079,6.25933595,49.43050977,watermelon
108.0,22.0,46.0,26.17668721,86.7295205,6.121168559,53.33484977,watermelon
119.0,7.0,55.0,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
117.0,27.0,48.0,26.53259325,82.39053979,6.835268184,54.30660782,watermelon
109.0,10.0,53.0,26.81938687,87.8274604,6.551750306,46.06193778,watermelon
80.0,16.0,46.0,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
100.0,18.0,52.0,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
91.0,7.0,53.0,25.13735887,89.28272716,6.457216535,43.52897517,watermelon
86.0,6.0,53.0,25.92030221,83.47202566,6.921847888,42.10681516,watermelon
107.0,5.0,52.0,26.6634609,89.98405233,6.881425746,57.40847165,watermelon
103.0,16.0,49.0,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
101.0,20.0,48.0,24.6774157,82.75411437,6.206247494,57.05709413,watermelon
85.0,25.0,47.0,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
84.0,7.0,51.0,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
102.0,28.0,54.0,25.15623099,80.27525115,6.862157042,55.49541453,watermelon
98.0,25.0,52.0,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
97.0,25.0,50.0,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
90.0,16.0,45.0,24.92093261,80.61750795,6.291540278,50.55710813,watermelon
95.0,12.0,46.0,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
82.0,23.0,49.0,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
82.0,25.0,51.0,24.31334971,87.47409052,6.074209622,48.11248366,watermelon
110.0,28.0,46.0,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
118.0,21.0,51.0,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
120.0,20.0,45.0,25.66576039,88.6984228,6.114128685,54.22722466,watermelon
91.0,7.0,52.0,25.07803672,83.46230461,6.405054243,56.39962921,watermelon
81.0,6.0,55.0,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
101.0,13.0,54.0,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
101.0,17.0,55.0,24.37118217,87.1269128,6.451499764,44.63907691,watermelon
111.0,6.0,53.0,26.4930645,88.59143088,6.313512999,46.06382209,watermelon
107.0,10.0,49.0,25.83202912,89.00481725,6.755192025,45.24690619,watermelon
115.0,11.0,46.0,24.41592661,89.39655519,6.623167177,40.32161859,watermelon
84.0,25.0,52.0,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
120.0,7.0,47.0,24.24782473,83.03687902,6.653867608,54.7657624,watermelon
91.0,12.0,46.0,24.64458469,85.49938185,6.343942518,48.31219031,watermelon
89.0,22.0,52.0,24.89681131,86.10782926,6.217300786,53.14626213,watermelon
113.0,19.0,46.0,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
97.0,22.0,50.0,26.26028739,86.14585891,6.7698938,58.97878791,watermelon
117.0,30.0,50.0,24.90123934,87.20772913,6.744966312,46.59207341,watermelon
90.0,14.0,52.0,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
104.0,23.0,47.0,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
81.0,16.0,45.0,26.90435747,86.25426228,6.727468157,59.75980023,watermelon
88.0,5.0,47.0,25.86475496,86.67468041,6.662244646,41.16554802,watermelon
92.0,7.0,45.0,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
81.0,18.0,50.0,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
111.0,5.0,55.0,26.283443,84.42478917,6.520663422,50.78669728,watermelon
108.0,23.0,51.0,26.84366082,83.85039964,6.106500787,40.228644,watermelon
113.0,30.0,50.0,26.03967219,83.9862443,6.277484043,43.87712348,watermelon
83.0,10.0,53.0,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
101.0,11.0,51.0,25.50736962,84.24340241,6.792035575,44.2068997,watermelon
114.0,21.0,55.0,25.4438391,87.9392312,6.472756256,57.51549686,watermelon
99.0,6.0,45.0,26.12588914,86.5507939,6.000975617,40.71210074,watermelon
92.0,20.0,55.0,25.10474753,87.5267616,6.587791262,59.26519444,watermelon
92.0,7.0,48.0,26.27520631,86.63249555,6.956508826,54.38748495,watermelon
91.0,24.0,55.0,26.27061608,83.09194521,6.259086583,46.76837499,watermelon
110.0,21.0,54.0,26.73690828,87.82430156,6.747537642,47.46447019,watermelon
112.0,25.0,51.0,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
89.0,25.0,54.0,24.69368934,85.56967628,6.353107393,48.99390828,watermelon
100.0,10.0,53.0,24.54356968,84.60808277,6.211748957,42.00660251,watermelon
83.0,22.0,54.0,25.89762315,81.96664832,6.277245254,54.49960057,watermelon
95.0,14.0,50.0,26.6333118,84.31756844,6.560443519,56.31866159,watermelon
119.0,30.0,49.0,25.35794749,80.45846265,6.903020221,47.72078245,watermelon
97.0,12.0,47.0,25.28784623,89.63667876,6.765094964,58.28697664,watermelon
110.0,7.0,45.0,26.63838589,84.69546874,6.189213927,48.32428609,watermelon
96.0,18.0,50.0,25.3310446,84.30533791,6.904241707,41.53218699,watermelon
83.0,23.0,55.0,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
120.0,24.0,47.0,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
115.0,17.0,55.0,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon
114.0,27.0,48.0,27.82054812,93.03555162,6.528404378,26.32405487,muskmelon
101.0,25.0,52.0,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon
118.0,18.0,52.0,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon
95.0,26.0,45.0,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon
81.0,25.0,49.0,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon
117.0,24.0,53.0,29.17220859,92.21405224,6.293486295,21.30290472,muskmelon
114.0,30.0,51.0,29.24908541,90.06998135,6.069171847,25.93496537,muskmelon
113.0,6.0,52.0,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon
108.0,26.0,52.0,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon
81.0,30.0,48.0,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon
115.0,9.0,52.0,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon
83.0,7.0,45.0,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon
84.0,21.0,55.0,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon
109.0,26.0,45.0,28.27973674,90.38971208,6.224535449,21.58992507,muskmelon
95.0,27.0,55.0,28.47212559,91.21322065,6.160414414,20.88620369,muskmelon
119.0,5.0,55.0,29.68846716,94.30111601,6.168757984,26.83924845,muskmelon
110.0,14.0,51.0,27.02415146,91.66737633,6.085444691,21.26034986,muskmelon
82.0,18.0,48.0,29.09588297,94.16748386,6.159050816,26.70581328,muskmelon
87.0,14.0,48.0,29.69238699,92.58862544,6.606033244,29.1102594,muskmelon
85.0,9.0,53.0,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon
100.0,6.0,53.0,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon
107.0,12.0,46.0,29.57240298,93.61870344,6.559763394,27.56918621,muskmelon
91.0,13.0,47.0,29.10968327,92.43510994,6.14410903,27.95602304,muskmelon
102.0,25.0,50.0,28.20480805,92.91440379,6.099662369,20.36001144,muskmelon
117.0,25.0,53.0,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon
85.0,21.0,52.0,29.62800691,90.10051615,6.075144116,23.69586761,muskmelon
104.0,25.0,55.0,29.81196601,90.36881284,6.123802502,22.68766503,muskmelon
102.0,24.0,54.0,27.72338349,90.93897939,6.698468621,22.81863447,muskmelon
116.0,25.0,50.0,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon
100.0,17.0,48.0,29.72791119,94.29753295,6.367800632,26.52364146,muskmelon
110.0,25.0,54.0,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon
104.0,25.0,51.0,28.96361426,93.88482153,6.469983276,23.56130173,muskmelon
107.0,11.0,54.0,28.59052369,91.33617236,6.094016338,29.44008034,muskmelon
98.0,26.0,52.0,27.33897716,90.69759008,6.150090899,28.69113835,muskmelon
88.0,17.0,52.0,29.90415889,90.75284363,6.646962425,25.37828397,muskmelon
87.0,25.0,46.0,27.42711692,90.02696201,6.379690748,21.7508774,muskmelon
120.0,8.0,46.0,29.55657523,90.70937262,6.732834334,28.36535596,muskmelon
95.0,13.0,46.0,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon
108.0,22.0,47.0,28.53545677,91.72742702,6.161123579,25.1290048,muskmelon
82.0,13.0,52.0,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon
120.0,23.0,55.0,27.84492803,91.60666594,6.732049075,26.47844429,muskmelon
110.0,22.0,47.0,29.03157242,91.82172592,6.243673725,24.93861254,muskmelon
95.0,23.0,45.0,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon
106.0,10.0,49.0,27.72653142,92.00687531,6.350623739,20.21126747,muskmelon
99.0,12.0,52.0,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon
106.0,20.0,51.0,29.73019662,90.97015715,6.342573112,20.49035619,muskmelon
83.0,11.0,53.0,29.54097171,92.91778307,6.163921248,21.9653077,muskmelon
117.0,19.0,55.0,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon
98.0,26.0,49.0,27.29035669,90.53330091,6.130160473,23.49535234,muskmelon
113.0,20.0,48.0,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon
101.0,17.0,47.0,29.49401389,94.72981338,6.185053234,26.30820876,muskmelon
98.0,7.0,45.0,27.79161808,92.51054946,6.157724816,26.85422624,muskmelon
93.0,22.0,48.0,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon
95.0,21.0,47.0,27.93114233,93.56161439,6.431970877,20.66127836,muskmelon
109.0,12.0,48.0,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon
118.0,12.0,47.0,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon
100.0,14.0,49.0,29.48882958,91.07574233,6.365956658,26.01909355,muskmelon
89.0,9.0,47.0,29.47156259,90.77069618,6.668382766,28.75226067,muskmelon
95.0,16.0,46.0,27.0767265,90.14362622,6.74669542,24.4514648,muskmelon
95.0,7.0,45.0,27.30008597,90.80015308,6.031665834,25.09484511,muskmelon
87.0,6.0,45.0,29.82729394,90.79007335,6.40077205,22.84203589,muskmelon
93.0,20.0,50.0,29.93061247,93.22980899,6.448792689,24.34814338,muskmelon
84.0,29.0,49.0,29.94349168,93.90741192,6.251420275,20.39020503,muskmelon
111.0,5.0,47.0,28.03306461,91.47355778,6.274452811,21.17924769,muskmelon
111.0,5.0,52.0,29.8843055,94.0371147,6.135996372,21.0000988,muskmelon
111.0,15.0,54.0,27.7058373,92.91185695,6.194090172,22.06207161,muskmelon
89.0,11.0,47.0,29.78714005,94.65343534,6.327822962,27.8659442,muskmelon
110.0,15.0,48.0,28.57819995,92.86597437,6.212567211,27.5987178,muskmelon
95.0,30.0,52.0,29.48069921,90.33698678,6.640470863,26.0365768,muskmelon
115.0,12.0,52.0,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon
120.0,25.0,50.0,28.05457761,94.81637388,6.327210469,21.84869328,muskmelon
102.0,11.0,45.0,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon
94.0,5.0,55.0,28.5854649,91.89216849,6.085682344,26.88372572,muskmelon
84.0,18.0,46.0,27.08808014,93.42402083,6.781050373,25.32159689,muskmelon
107.0,22.0,54.0,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon
80.0,18.0,52.0,27.87317436,91.14849627,6.484799661,24.05207925,muskmelon
86.0,18.0,45.0,28.96586565,90.71832938,6.566759102,22.25838137,muskmelon
113.0,28.0,48.0,28.87726019,92.48839665,6.170520518,24.44267592,muskmelon
115.0,18.0,53.0,29.17052093,94.19790371,6.012480351,22.06994464,muskmelon
82.0,20.0,54.0,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon
98.0,22.0,47.0,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon
117.0,25.0,54.0,28.68275966,92.50969311,6.150686364,29.11187663,muskmelon
83.0,15.0,49.0,28.92705913,91.39356832,6.438008153,23.20076686,muskmelon
120.0,16.0,51.0,27.99901833,91.64193051,6.547041903,23.28618248,muskmelon
111.0,5.0,50.0,27.59350075,91.79742953,6.399891457,24.84266123,muskmelon
85.0,21.0,47.0,29.87331077,90.60932469,6.186770318,24.69720481,muskmelon
90.0,23.0,54.0,28.55852465,90.45773041,6.159020864,27.26588346,muskmelon
99.0,29.0,55.0,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon
102.0,11.0,47.0,27.98780984,92.78226196,6.504906979,27.14509034,muskmelon
80.0,18.0,51.0,28.05380704,91.81758779,6.706053225,20.76582087,muskmelon
87.0,21.0,52.0,27.3506296,94.2911951,6.067665498,27.21244021,muskmelon
114.0,8.0,52.0,29.34081108,94.5513539,6.419083092,28.22908103,muskmelon
